@relation IBM-HR-Employee-Attrition-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Llast-weka.filters.unsupervised.attribute.Remove-R37-38-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute Age numeric
@attribute Attrition {Yes,No}
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
39.689824,Yes,Travel_Rarely,1335.638293,'Research & Development',22.316811,3.342416,'Life Sciences',1,404.070146,1,Male,35.712451,2.647367,1,'Research Scientist',3,Single,2316.633157,10532.530871,2.282367,Y,Yes,12,3,3,80,2.259922,1.54272,2,2.953486,4.350463,0,0.958099,2.370425,Yes
29.68134,Yes,Travel_Rarely,1180.899978,'Research & Development',23.380199,2.915857,Medical,1,777.444473,2,Female,61.805088,2.54647,3,'Healthcare Representative',1,Married,8914.966714,11613.304893,3.889934,Y,No,13.519029,3,2.847228,80,1.99689,10.145685,2,2.853426,6.316024,6.777046,0.866693,3.61818,Yes
42.406789,Yes,Travel_Rarely,1039.349093,'Research & Development',17.023302,2.557322,Medical,1,1094.458341,1.083915,Female,72.429357,2.593316,3,'Healthcare Representative',1.68696,Married,8209.106315,14038.688821,1,Y,No,11.275347,3,3.151915,80,0.521488,10,2,2.627168,10,7,0.16077,6.889818,Yes
39.950787,Yes,Travel_Rarely,1228.116264,Sales,1,2.31789,'Life Sciences',1,1322.069025,2,Male,79.289748,2,2.164184,'Sales Executive',1,Married,9918.558301,5231.017013,8.257147,Y,Yes,12.44241,3,4,80,1,11.818967,3.537018,3,19.758125,7.846759,4.101,6.277885,Yes
26.909189,Yes,Travel_Rarely,963.371643,'Research & Development',3.424811,2.56343,'Life Sciences',1,1273.11871,4,Male,32.430224,3,1,'Research Scientist',3.857975,Single,3967.016348,4503.736666,1,Y,Yes,14.553454,3,1.520866,80,0.556897,7,2.7523,3.478141,7,6.982328,6.963337,6.600138,Yes
28,Yes,Travel_Rarely,750.496295,'Research & Development',19.704576,3,Medical,1,1306.560004,2.610853,Male,45.302725,2.59698,1,'Laboratory Technician',2,Married,2579.29796,7252.290221,1,Y,Yes,16.339527,3,1.412751,80,2.543061,1,2.158064,3,1,0.565269,0,0,Yes
43.950133,Yes,Travel_Rarely,1122.644068,Sales,2.751087,2.696422,Medical,1,842.188806,4,Female,42.055032,3,2,'Sales Executive',3,Single,5148.655949,17613.62403,3.224147,Y,Yes,15.676713,3,3.803996,80,0,7.06658,3.194235,2.733873,0.540312,0,0,0,Yes
56.674486,Yes,Travel_Rarely,238.402865,'Research & Development',5.192626,3.77022,'Life Sciences',1,1254.277251,2.854648,Female,57.726624,2.45312,3.909911,'Sales Executive',2.714223,Married,11528.924024,12052.807968,7,Y,No,13.968067,3,4,80,1.519171,21.657747,2.014519,2.173671,12.105517,7.580761,10.282702,5.794231,Yes
37.568813,Yes,Travel_Rarely,344.422953,'Research & Development',1.340599,3.343231,'Life Sciences',1,1115.667043,1,Female,51.340259,2.797587,3.893262,'Sales Executive',3.274971,Married,11910.801246,14078.288358,5.492743,Y,No,11,3,3.622664,80,0.880614,20.056796,2.392128,1.637629,14.997664,1.646021,11,6.859609,Yes
19.67408,Yes,Travel_Rarely,235.868686,'Research & Development',5.547867,1.664501,'Life Sciences',1,1052.830362,2.830529,Male,81.508021,3,1,'Laboratory Technician',1.16922,Single,2940.691046,13260.664412,1,Y,No,14.946838,3,2.85885,80,0,0.545847,0.60228,3,0.704683,0,0,0,Yes
23.640617,Yes,Travel_Rarely,578.151047,'Research & Development',4.113425,2.88248,'Life Sciences',1,1239.498342,2.305632,Male,84.642176,3,1,'Laboratory Technician',2.717022,Single,2307.001895,14592.641774,3.653632,Y,No,12,3,3.823623,80,0,7.660602,1.192429,3.963719,0.2216,1.929419,0.720238,1.987546,Yes
31.514082,Yes,Travel_Rarely,995.812966,Sales,13.920101,4,Marketing,1,1306.379738,1,Female,74.405875,3,2.715711,'Sales Executive',2.969564,Single,8200.19029,18908.412276,1.321141,Y,Yes,16.731785,3,1,80,1.023112,7.086691,2.53395,3,4.829627,1.288544,0,1.500898,Yes
29.798485,Yes,Travel_Frequently,931.357443,'Research & Development',5.282447,3,Medical,1,1127.109921,2.706071,Female,68.537672,2.190255,1,'Laboratory Technician',2.512076,Married,2606.850365,6358.761122,1,Y,Yes,13.397801,3,2.052573,80,1.940028,1.948187,3.219561,2.865855,1.649047,1.273816,0.0318,0.185871,Yes
30.780984,Yes,Travel_Rarely,792.382654,Sales,3.738135,1.380034,'Life Sciences',1,1457.131692,3.056664,Female,35.602801,1.181873,2.121324,'Sales Executive',1.867457,Single,6741.7331,12060.74324,3.460004,Y,Yes,13.425928,3,1.166836,80,0.497946,10.497967,2.720106,1.962884,9.861287,0.143872,0.679865,8.133987,Yes
40.558411,Yes,Travel_Rarely,649.877665,Sales,3.468015,3,'Life Sciences',1,1199.246049,2.757224,Male,44.178643,2.042376,3.729097,'Sales Executive',1,Married,10561.231494,4793.922426,0.906463,Y,Yes,11.0412,3,3.845735,80,0.29545,16.081013,3.156327,2.641391,19.448788,8.337943,10.431819,8.698078,Yes
32.746489,Yes,Travel_Rarely,1461.380573,'Research & Development',13.080277,2.715771,'Life Sciences',1,771.997001,3,Female,60.880312,3,1,'Laboratory Technician',4,Single,2478.710032,22916.799189,2.875186,Y,Yes,11.71872,3,3.874257,80,0.345085,2.277403,2.718004,1.47804,3.177717,1.276969,0,0.020692,Yes
21.107292,Yes,Travel_Rarely,479.511923,'Research & Development',4.293865,1.845254,'Life Sciences',1,1228.2797,2.755614,Male,31.572038,2.794725,1,'Laboratory Technician',3.897526,Married,2810.579886,4560.325211,0.118165,Y,Yes,12.918725,3,2,80,0.184441,1,4.760239,3,0.149612,0,0.127321,0,Yes
23.769211,Yes,Travel_Rarely,813.624574,Sales,8.259643,2.909511,'Life Sciences',1,1265.310245,2.189746,Male,71.449889,1.338098,1,'Sales Representative',2.148987,Single,1166.577965,8041.16182,1,Y,Yes,14,3,4,80,0,0.650931,3.805309,3,0.155513,0,0.736894,0,Yes
42.456666,Yes,Travel_Rarely,758.089394,Sales,11.820683,3,'Life Sciences',1,1186.962306,2.97809,Male,50.497587,2.093298,4.919293,'Sales Executive',1.603573,Single,15157.356681,2452.070606,0.504951,Y,Yes,13.267133,3,1.562828,80,0,24.659633,2,2.884893,22.96171,9.175088,11.356994,11.858057,Yes
30.128934,Yes,Travel_Rarely,803.684161,Sales,28.015453,2,'Life Sciences',1,1264.163324,2.765766,Male,79,2.3647,2,'Sales Executive',2.507194,Married,4923.013423,22584.747845,6.755022,Y,No,18,3,3.469343,80,0.77741,8.366595,3.397634,3,6.207685,3.271412,1.689169,1.055893,Yes
32.787935,Yes,Travel_Frequently,386.855218,'Research & Development',13.828767,3,'Life Sciences',1,1456.269264,2.948336,Male,93.970074,3,1,'Sales Executive',1.596445,Single,3884.731429,21334.282251,2.783589,Y,No,13,3,1.261089,80,0.674405,6.153169,2,1.761371,3.610892,2,0.494347,2.127896,Yes
35.637888,Yes,Travel_Frequently,643.462658,'Research & Development',19.846901,3.337705,'Life Sciences',1,1369.501184,3.88998,Male,75.628118,3,1.544306,'Sales Executive',1.749199,Single,4041.848428,22555.819333,0,Y,No,15.491969,3,1.795736,80,0.100811,5.053437,0.912505,2.631804,4.681457,2,1.140853,2.546114,Yes
36.11343,Yes,Travel_Rarely,429.155141,Sales,9.427099,4,Marketing,1,1316.652063,2.667887,Male,74.289537,2.96674,2.772299,'Sales Executive',1.298855,Single,8784.877807,17483.124428,0.327784,Y,Yes,14.798585,3,2.144552,80,0,6.363971,2.577293,3,5,2.181418,0.592051,0.662859,Yes
47.992993,Yes,Travel_Rarely,983.601223,'Research & Development',10.861249,2.964894,Medical,1,1365.39161,2.878529,Male,64.130498,3,3,'Sales Executive',3.331061,Married,7662.873567,22804.004398,2.439676,Y,Yes,16.283295,3,1.831864,80,0,9.244091,1.54763,2.676986,8,7,7,7,Yes
30.856244,Yes,Travel_Rarely,1054.327973,'Research & Development',1.602087,3,'Life Sciences',1,1198.789297,4,Female,76.71006,3,1,'Research Scientist',1.690175,Single,2458.499325,8441.762171,4.53355,Y,Yes,11,3,1.731829,80,0,6.014554,3.633573,3.477453,4.784984,2,1.174174,3.663876,Yes
39.587602,Yes,Travel_Rarely,825.455317,'Research & Development',11.404965,2.250031,Medical,1,1295.174423,2.099996,Female,66.888899,2,3,'Sales Executive',1,Single,8882.737387,12329.334763,1.980009,Y,Yes,12.828599,3,2.879071,80,0,28.164803,0.017232,2,10,7.363831,3.43306,9,Yes
54.137058,Yes,Travel_Frequently,175.816066,Sales,7.470764,3.835322,'Life Sciences',1,490.904712,1,Male,61.874519,3.954711,2.80089,'Sales Executive',2.737965,Single,13105.060331,9478.249161,1.151021,Y,Yes,17.123002,3,3,80,0,22.620804,2.682244,2.924112,10.746947,7,6.636308,7.048146,Yes
53.687296,Yes,Travel_Frequently,258.803188,Sales,7.799833,3.523754,'Life Sciences',1,796.086618,1,Male,63.788977,3.518881,3.964233,'Sales Executive',2.062285,Single,13274.321915,9378.78344,2.727154,Y,Yes,17.209829,3,3,80,0,15.993214,2.293857,2.447132,9.623141,7,6.208231,7.773011,Yes
33.59262,Yes,Travel_Frequently,707.446022,Sales,3.96943,2.764749,'Life Sciences',1,1493.758706,3.899355,Female,92.458793,2.031122,1,'Research Scientist',3.476081,Single,2685.85337,11790.572826,4.633559,Y,Yes,12.292879,3,3,80,0.686729,11.360237,3,3.984815,4.654972,0.122098,3.90878,5.005435,Yes
35.351065,Yes,Travel_Rarely,445.617451,Sales,21.626941,3.793025,'Life Sciences',1,1324.369374,3.891847,Male,91.881594,3,1.488932,'Sales Executive',1.753108,Married,4595.387613,22638.717625,0,Y,No,16.996145,3,1.767292,80,0.772789,5.992859,1.359233,2.115032,4.800203,2,1.150971,2.691373,Yes
31,Yes,Travel_Rarely,412.199548,Sales,25.269714,4,Medical,1,1779.110268,3.20275,Male,89.330426,3,2,'Sales Executive',3.498587,Married,6150.940126,21062.903125,1,Y,Yes,11.345369,3,3.931639,80,1.480644,10,3.244795,2.449286,10,5.66548,2.943669,7.92448,Yes
29.014919,Yes,Travel_Frequently,334.985512,Sales,22.886796,3.552654,'Life Sciences',1,441.5738,3,Female,52.708252,2.71273,2.839803,'Sales Executive',1.471643,Single,7151.168049,22954.667163,1.243847,Y,Yes,14.905653,3,2.316233,80,0,9,1.859108,2.032755,7.880995,4.062697,2.50105,3.677931,Yes
32.836233,Yes,Travel_Frequently,190.385018,'Research & Development',22.142228,4,'Life Sciences',1,1154.650504,2.129128,Female,92.379411,1.343393,1,'Research Scientist',2.74884,Married,1732.723701,16500.16062,1,Y,Yes,13.447419,3,1.478964,80,0.974053,8.999608,3,2.88962,3.61784,0.953013,6.905291,6.326232,Yes
26.0092,Yes,Travel_Rarely,348.110552,'Research & Development',16.000021,3.901809,'Life Sciences',1,1234.685729,1.9995,Female,36.983827,2.547573,1,'Laboratory Technician',2.180336,Single,1850.148744,22552.036467,0.157546,Y,Yes,11.037362,3,2.942462,80,0.457533,1.206088,2.501239,3.661598,4.304552,1.446331,0.035998,0,Yes
25.834871,Yes,Travel_Rarely,839.074387,Sales,7.04151,2.311497,'Life Sciences',1,978.922158,1.12868,Male,46.430259,2.725633,1,'Sales Representative',1.728988,Single,4382.500433,15872.110379,3.502082,Y,No,12.693529,3,1.233783,80,0,5.326739,2.085214,2.111478,2.967831,2,2,1.651595,Yes
45.843108,Yes,Travel_Rarely,438.027138,Sales,6.14592,3.44267,Marketing,1,1361.264494,1,Male,46.26459,2.593374,3,'Sales Executive',3.039078,Single,10281.517132,15037.353199,4.203914,Y,No,11,3,1.292978,80,0.093498,18.996018,1.545486,1.060401,9.242008,2.300605,6.498883,6.701183,Yes
23.139959,Yes,Travel_Rarely,1058.478254,'Research & Development',3.12286,2.77004,Medical,1,1505.052566,2.688735,Male,93.762099,2.955948,1,'Research Scientist',3.203787,Single,3786.85983,20862.849399,2.984986,Y,Yes,11.580179,3,1.546784,80,0.63353,6.588044,2,2.812762,3.186598,3.740905,1.658505,2,Yes
33.34182,Yes,Travel_Rarely,1080.936053,'Research & Development',8.032208,3.560698,'Life Sciences',1,1031.42178,1,Male,53.706753,3,1,'Research Scientist',1.600408,Single,2947.343297,3111.744169,1,Y,Yes,13.23316,3,2.133754,80,0,9.431784,2.48605,3,7.076705,7.305212,2.375481,4.367806,Yes
27.217581,Yes,Travel_Rarely,1461.324251,'Research & Development',1.063431,1.637778,'Life Sciences',1,1466.747278,1.207648,Male,85.035858,3,1,'Research Scientist',2.739978,Married,2973.196103,16043.415219,0.581843,Y,Yes,14.896053,3,2.308865,80,1,5,3,3.375682,3.422479,2.747491,0.464322,2,Yes
28.018992,Yes,Travel_Rarely,641.042362,Sales,5.81962,3.304895,Medical,1,1073.23818,1.209635,Female,50.975659,3,1.840386,'Sales Executive',2.044167,Single,4626.574711,16584.462986,5.056413,Y,Yes,13.358213,3,1.580268,80,0,6.197601,3.792408,1.610331,3.442568,2.969756,1.661806,0.12453,Yes
37.593276,Yes,Travel_Rarely,489.056272,'Research & Development',6.064029,3.273618,'Life Sciences',1,1247.751519,2,Female,81.996349,1.545284,1,'Laboratory Technician',1.941039,Single,2980.555991,17479.297614,2.825092,Y,Yes,11.681722,3,3,80,0.098043,7.878178,1.081505,2,3.5353,3.380236,0.260442,0,Yes
31.090447,Yes,Travel_Rarely,445.240986,'Research & Development',1.920922,3.601895,Medical,1,1362.221775,3.364038,Male,54.816569,2.300786,1,'Laboratory Technician',1.34597,Single,2571.135815,5285.917575,4.037711,Y,Yes,12.269321,3,3,80,0,8.713849,2,2,4.677842,8.721712,0.569023,2.358558,Yes
29.099939,Yes,Travel_Rarely,672.28051,'Research & Development',13.955275,2.981914,Medical,1,1347.982067,3,Male,49.143124,2.710456,1,'Laboratory Technician',1.085326,Single,2581.144417,6182.148809,1.352074,Y,Yes,11.622968,3,3,80,0.965981,5.377285,4.885052,2,0.620448,0.33381,1.471457,1.603191,Yes
28.814847,Yes,Travel_Rarely,515.603417,'Research & Development',1,3.826068,Medical,1,1322.201914,1,Female,96.449377,2,1,'Laboratory Technician',1.313886,Single,2414.136789,7463.128008,2.626978,Y,Yes,13.001783,3,1.606521,80,1.615251,4.696262,2,1.766068,6.514949,5.871407,0,5.627144,Yes
23.424281,Yes,Travel_Rarely,672.096153,'Research & Development',4.609146,3.506358,Medical,1,955.425975,3.002654,Female,73.876788,2.817315,1,'Research Scientist',2.406674,Single,2020.425358,22018.141122,1.507676,Y,No,13.511019,3,3.692298,80,0,4.309067,3,1.392901,2.910034,3.84298,0.170595,1.15084,Yes
29.718107,Yes,Travel_Rarely,626.770364,'Research & Development',3.354993,1.228807,'Life Sciences',1,1234.904713,4,Male,32.893133,3,1,'Research Scientist',3.684789,Single,3860.53384,4523.678956,1,Y,No,13.352343,3,1.064746,80,0.261098,7,2.364665,3.941802,7,3.80861,6.849576,6.901433,Yes
32.757855,Yes,Travel_Rarely,683.306636,Sales,2.445034,1.089678,'Life Sciences',1,1079.083896,2.412297,Male,61.138184,2,2.605196,'Sales Executive',1.930724,Married,10109.53397,5336.471511,1,Y,No,11,3,2.509011,80,1,13.778314,5.276717,3,11.343108,7.172226,3.742723,7,Yes
43.358749,Yes,Travel_Rarely,612.994083,Sales,1.644062,4.392621,Medical,1,1251.677664,2.008733,Male,74.508121,2,3,'Sales Executive',3.271559,Married,10474.701794,14695.076201,0.529409,Y,No,11.494701,3,2.695464,80,0.521164,25.888111,2.706097,2.643734,27.460977,2.80462,9.12766,8.19923,Yes
37.413474,Yes,Travel_Rarely,766.040804,Sales,4.434227,3,Medical,1,1286.778007,2.917939,Male,81,3,2,'Sales Executive',2.230886,Single,4836.003597,7749.523198,6.634711,Y,Yes,11.561135,3,1.517545,80,1.786345,8.88217,2.840075,2.538131,4.974196,0.314875,0.418745,1.560704,Yes
28,Yes,Travel_Rarely,379.850673,'Research & Development',4.150909,3,Medical,1,1170.84758,2.45527,Female,50.283549,2.212138,1,'Laboratory Technician',2,Married,2472.291201,7220.558671,1,Y,Yes,15.450243,3,1.25792,80,2.227927,1,2.908674,3,1,0.894348,0,0,Yes
26.834914,Yes,Travel_Rarely,489.575767,'Research & Development',17.857733,3.472025,'Technical Degree',1,1022.891842,2.631896,Female,70.616304,2.044737,1,'Research Scientist',2.827881,Single,2295.734588,18373.644712,1.921699,Y,Yes,13.884185,3,2.02458,80,0,1.125595,2,4,0.280431,1.98682,0.967034,0.207418,Yes
44.105291,Yes,Travel_Rarely,760.804559,Sales,5.715137,3,'Life Sciences',1,1364.140831,2.439245,Male,60.617257,2.201204,3,'Sales Executive',1.452992,Single,9881.304228,21531.947456,9,Y,Yes,17.056492,3,3,80,0,10.082715,2.62104,2.641376,12.364031,11.115006,6.205067,1.489677,Yes
30.154247,Yes,Travel_Rarely,607.862422,Sales,13.831493,2.165295,'Life Sciences',1,1432.774279,3.237499,Male,71.690444,2.612278,3,'Sales Executive',2.801283,Single,10196.4493,21896.942464,2.763454,Y,Yes,16.061013,3,2.265547,80,0,14.773297,1.563,3,9.568452,11.02507,6.18914,3.541052,Yes
29.758432,Yes,Travel_Rarely,521.125644,Sales,16.053376,2,Medical,1,1127.890443,1.372045,Male,61.050535,1,2,'Sales Executive',2.779227,Married,5141.283151,22092.273537,6.370397,Y,Yes,14.456984,3,4,80,1.162013,7,4.500701,2.91752,2,2,2,2,Yes
29.360162,Yes,Travel_Rarely,1186.64368,'Research & Development',16.865511,2.151991,'Life Sciences',1,1331.688796,3.770229,Male,84.062105,3,1,'Laboratory Technician',1.483416,Married,2202.671506,3367.743349,2.75897,Y,Yes,13.377457,3,1.131801,80,0.839378,4.114867,3,1,3.700305,0.612325,0,1.521637,Yes
36.387011,Yes,Travel_Frequently,1160.685714,'Research & Development',11.759988,2.26581,'Life Sciences',1,1209.413866,3.862857,Male,89.144205,2.318171,1,'Laboratory Technician',3,Married,3522.195514,20584.192772,2.538054,Y,Yes,11.572926,3,3.428393,80,0,5.891435,2,3,3.030215,3.732602,1.314757,2,Yes
46.64457,Yes,Travel_Rarely,966.588125,'Research & Development',8.130363,3.74878,'Life Sciences',1,1413.437911,3.166586,Female,95.071607,3,1,'Research Scientist',3,Single,2782.930068,10910.631358,1.301623,Y,Yes,11,3,3,80,1.003734,9.436425,3.659912,3,8.886831,5.163138,3.249212,3.854434,Yes
26.384719,Yes,Travel_Rarely,492.429448,'Research & Development',22.601449,1.341523,'Life Sciences',1,1747.077113,3.883514,Female,47.456165,2.853639,1,'Research Scientist',2.636879,Married,1314.590887,10852.980945,1,Y,Yes,12.767051,3,3.040483,80,0.230875,1,2.781894,3,1,0,0,0,Yes
39.859536,Yes,Travel_Rarely,1275.867384,Sales,12.592992,2.624518,'Life Sciences',1,1885.057743,3.801283,Male,83.99468,2.175132,2.524971,'Sales Executive',3,Married,10732.762058,23934.599769,4.56299,Y,No,11,3,3.903234,80,0,14.315111,2.420099,1.354333,14.003968,0.224476,8.146832,4.052242,Yes
40.185324,Yes,Travel_Rarely,1446.167006,Sales,9.485456,4.670892,Marketing,1,1712.894919,1.569305,Male,91.522969,1.199201,2,'Sales Executive',1.31033,Single,5714.081555,8901.145276,6.286458,Y,No,13,3,2,80,0.888385,13.436306,2.57795,2.884894,2.184829,2.702225,1.281087,2.234426,Yes
33.240189,Yes,Travel_Rarely,1144.755063,Sales,2.480311,1.63661,'Life Sciences',1,1585.009146,1.775438,Female,65.612464,2.344905,2,'Sales Executive',1.3054,Single,6723.821963,11819.63249,6.936741,Y,Yes,18.630717,3,2,80,0,10.788211,2,3,0.27739,0,0,0,Yes
31.354268,Yes,Travel_Rarely,644.574309,Sales,21.861864,4,Marketing,1,1648.737968,1.42212,Male,69.628958,2.604572,3,'Sales Executive',2.316184,Single,8727.813948,18308.530899,2,Y,Yes,12.138862,3,2.623718,80,0.033575,9.830615,2,3,4.0929,3.078252,0.096816,0,Yes
41.574037,Yes,Travel_Frequently,1337.018415,'Research & Development',4.135504,3,'Life Sciences',1,1759.580401,2.024824,Male,41.133214,2.403764,1,'Research Scientist',3,Married,2505.576515,15666.420159,8.506066,Y,Yes,15.416847,3,4,80,1,5.504973,3.355559,3.249696,2.839597,0.539935,0.438191,0.906252,Yes
26.972906,Yes,Travel_Rarely,445.480753,'Research & Development',6.750524,1.915141,Medical,1,1326.504872,2.007729,Male,58.973693,3,1,'Laboratory Technician',2.176106,Single,2684.467192,4730.931462,1,Y,Yes,13,3,2.647706,80,0,4.765725,2.593889,2.849854,7.068749,3.604148,6.29008,3.354831,Yes
27.886109,Yes,Travel_Frequently,1307.767466,Sales,4.737504,1.446082,'Life Sciences',1,1612.857076,1.826988,Female,79.159897,3,1,'Sales Representative',2.503392,Married,2545.155767,15784.922486,2.923712,Y,Yes,16.797993,3,3.865051,80,0.416967,2.788459,3.36772,3.513901,1.710077,1.50222,0.331071,0.808085,Yes
28.365751,Yes,Travel_Frequently,962.638785,Sales,7.392255,1.454359,'Life Sciences',1,1891.607583,1.27884,Female,62.307521,3.107748,1,'Sales Representative',1.185072,Married,2421.903601,15718.041056,1.249007,Y,Yes,14.228995,3,1.191028,80,0,5.578106,2.222123,3,2.94008,0.448864,0,1.423456,Yes
46.547295,Yes,Travel_Rarely,441.942665,'Research & Development',5.915824,2,'Life Sciences',1,1770.245028,3.531142,Female,96.842625,3,1,'Research Scientist',2.057096,Married,2380.761655,11565.913876,1.361754,Y,Yes,11.236051,3,3,80,2.962904,9.441021,2.463913,2.7024,8.221552,3.543253,3.995868,6.58736,Yes
40.082176,Yes,Travel_Rarely,251.457318,Sales,14.678687,4,Medical,1,1750.787249,1.989866,Male,97.48631,3,2,'Sales Executive',1,Married,5196.573684,5729.359625,2.777145,Y,No,16.825186,3,3.027008,80,1.949498,9.22146,3.230576,2.389378,4.519213,1,0,3.528854,Yes
44.242056,Yes,Travel_Rarely,265.09711,Sales,19.08997,4,Medical,1,694.828175,2.086615,Male,96.008198,3,2,'Sales Executive',1,Married,5088.273253,5655.170291,2.617301,Y,No,14.311056,3,3.641382,80,1.487574,7.117989,3.084283,2.925126,4.577924,1,0,2.985951,Yes
26.143888,Yes,Travel_Rarely,807.37928,'Research & Development',7.169895,1.101251,'Life Sciences',1,1412.918904,4,Male,43.181829,3,1.622521,'Laboratory Technician',1.024423,Single,4044.628405,4644.123024,1,Y,No,15,3,2,80,0.121946,7.360059,3.702161,1.369505,9.179197,3.123814,4.808922,6.193039,Yes
26.960148,Yes,Travel_Rarely,637.849812,'Research & Development',23.936894,2.240316,Medical,1,1797.049333,3.758769,Male,68.309759,3,1,'Laboratory Technician',2,Married,2183.41045,6889.801192,0.485451,Y,Yes,12.917599,3,3,80,2.341181,4.334488,3,3,4.771574,1,0.113722,3.865111,Yes
32.609131,Yes,Travel_Rarely,575.193407,'Research & Development',15.01195,4.295641,Medical,1,1718.307996,4,Male,87.166028,3.157005,1,'Research Scientist',1,Single,2731.776657,21631.058428,0.847922,Y,No,16.573513,3,2.487232,80,0,8.531025,3.157433,1.852785,1.988036,2.514741,0.850704,0,Yes
31.015354,Yes,Travel_Rarely,400.122228,'Research & Development',11.567584,3.048162,'Life Sciences',1,1640.55215,1,Male,54.068015,2.258424,1,'Laboratory Technician',1.119042,Married,2738.641205,3123.843784,2.742051,Y,Yes,15,3,4,80,1.939272,3.176744,2.034844,3,2,2,2,1.372627,Yes
30.629651,Yes,Travel_Rarely,927.769591,'Research & Development',2.816138,3.681966,'Life Sciences',1,1759.938523,2,Female,88.95544,1.101417,1,'Research Scientist',3.06879,Single,1331.617843,16089.675391,1,Y,Yes,12.161595,3,2.928536,80,0,1,3,2.804664,1,0,0,0,Yes
50.674722,Yes,Travel_Rarely,898.336536,'Research & Development',16.068186,2.139384,'Life Sciences',1,1847.005244,1.053309,Male,80.737634,2.34135,1,'Research Scientist',4,Single,2206.792113,10139.50545,3.140785,Y,Yes,12.048522,3,3.513197,80,0.867115,5.675952,2.931028,2.627934,4,2,1,1.631094,Yes
29.223988,Yes,Travel_Rarely,482.542107,Sales,15.210297,2.062121,'Human Resources',1,1837.748082,3,Male,90.761197,3.997095,1,'Sales Representative',1.33246,Single,1621.59091,10668.12295,1,Y,No,15.902832,3,3.760205,80,0.519942,4.538236,2.412999,2.439187,3.522574,0.780466,1.615535,0.710897,Yes
34.474379,Yes,Travel_Rarely,1253.800559,Sales,12.726515,2.783533,'Life Sciences',1,858.236582,1.994224,Male,66.639208,3,2.052321,'Sales Executive',3,Single,9869.841432,23018.110107,3.75807,Y,Yes,11,3,2.021211,80,0.681965,15.457275,2.987743,3,1.646568,0,0.084118,1.016886,Yes
